accountID;installationID;nationalAdministrator;accountType;accountHolderName
107196;201996;Germany;100-Holding Account;BASF SE
96513;339;Czech Republic;100-Holding Account;LASSELSBERGER, s.r.o.
101736;130;Ireland;100-Holding Account;DuPont Nutrition Manufacturing Ireland Limited
91590;840;Sweden;100-Holding Account;Jönköping Energi AB
112346;206761;Italy;100-Holding Account;Cartera de Inversiones Venezolana C.A
107197;201997;Germany;100-Holding Account;BASF SE
96514;36;Czech Republic;100-Holding Account;Elektrárny Opatovice, a.s.
101737;9;Ireland;100-Holding Account;Alkermes Pharma Ireland Limited
96515;340;Czech Republic;100-Holding Account;UNIPETROL RPA, s.r.o.
112347;206591;United Kingdom;100-Holding Account;CNOOC Petroleum Europe Limited
107198;201998;Germany;100-Holding Account;BASF SE
101738;36;Ireland;100-Holding Account;Premier Periclase Limited
91592;845;Sweden;100-Holding Account;Skara Energi AB
96516;37;Czech Republic;100-Holding Account;VÍTKOVICE HEAVY MACHINERY a.s.
107199;202000;Germany;100-Holding Account;BASF SE
101739;12;Ireland;100-Holding Account;Wyeth Nutritionals Ireland Limited
96517;341;Czech Republic;100-Holding Account;Cihelna Hodonín, s.r.o.
107200;202002;Germany;100-Holding Account;BASF SE
101741;1;Latvia;100-Holding Account;A/S “Olaines udens un siltums”
107201;202004;Germany;100-Holding Account;BASF SE
96518;38;Czech Republic;100-Holding Account;Teplárna Otrokovice a.s.
101742;2;Latvia;100-Holding Account;Pasvaldibas SIA „Ventspils siltums”
107202;202003;Germany;100-Holding Account;BASF SE
96519;342;Czech Republic;100-Holding Account;CEMEX Czech Republic, s.r.o.
91598;846;Sweden;100-Holding Account;Telge Nät AB
101743;3;Latvia;100-Holding Account;Pasvaldibas SIA “Ventspils siltums”
96520;39;Czech Republic;100-Holding Account;PBS INDUSTRY, a.s.
107203;202005;Germany;100-Holding Account;BASF SE
91600;844;Sweden;100-Holding Account;Jönköping Energi AB
101744;4;Latvia;100-Holding Account;A/S “Jelgavas cukurfabrika”
96521;343;Czech Republic;100-Holding Account;Wienerberger s.r.o.
107204;202007;Germany;100-Holding Account;BASF SE
101745;5;Latvia;100-Holding Account;A/S “Liepajas cukurfabrika”
107205;202008;Germany;100-Holding Account;BASF SE
96522;40;Czech Republic;100-Holding Account;Teplárna Strakonice, a.s.
91602;848;Sweden;100-Holding Account;Njudung Energi Vetlanda AB
101746;6;Latvia;100-Holding Account;AS “Latvenergo” TEC-1
107206;202029;Germany;100-Holding Account;BASF SE
96523;344;Czech Republic;100-Holding Account;Wienerberger s.r.o.
91603;849;Sweden;100-Holding Account;Solör Bioenergi Fjärrvärme AB
101747;7;Latvia;100-Holding Account;AS „Latvenergo” TEC-2
96524;41;Czech Republic;100-Holding Account;HOLOUBEK ENERGO a.s.
107207;202030;Germany;100-Holding Account;BASF SE
91604;851;Sweden;100-Holding Account;Affärsverken Karlskrona AB
101748;8;Latvia;100-Holding Account;SIA „Fortum Jelgava”
96525;345;Czech Republic;100-Holding Account;LASSELSBERGER, s.r.o.
107208;201954;Germany;100-Holding Account;BASF SE
91605;855;Sweden;100-Holding Account;Adven Energilösningar AB
101749;9;Latvia;100-Holding Account;SIA "Fortum Jelgava"
107209;202006;Germany;100-Holding Account;BASF SE
91606;854;Sweden;100-Holding Account;Adven Energilösningar AB
96526;42;Czech Republic;100-Holding Account;Alcan Děčín Extrusions, s.r.o.
101750;10;Latvia;100-Holding Account;SIA „Valmieras siltums”
91607;856;Sweden;100-Holding Account;E.ON Värme Sverige AB
101751;11;Latvia;100-Holding Account;SIA „Valmieras siltums”
91608;847;Sweden;100-Holding Account;Stora Enso Timber
96528;43;Czech Republic;100-Holding Account;KRPA PAPER, a.s.
107212;201983;United Kingdom;100-Holding Account;Fox Paine & Company, LLC
101752;12;Latvia;100-Holding Account;SIA „Livanu siltums”
96529;44;Czech Republic;100-Holding Account;Teplárna Kladno s.r.o.
101753;13;Latvia;100-Holding Account;SIA „Aizkraukles siltums”
91610;850;Sweden;100-Holding Account;Bergkvist-Insjön AB
107214;202034;United Kingdom;100-Holding Account;General Avileasing, Inc.
101754;14;Latvia;100-Holding Account;A/S „Rigas siltums” katlu maja Gobas iela 33a
91611;857;Sweden;100-Holding Account;Svenska Lantmännen Ekonomisk Förening
96532;45;Czech Republic;100-Holding Account;Energotrans, a.s.
112372;206783;France;100-Holding Account;JET CONNECTIONS LTD
107216;202001;Germany;100-Holding Account;BASF SE
101755;15;Latvia;100-Holding Account;A/S „Rigas siltums” siltumcentrale "Daugavgriva"
112373;206641;United Kingdom;100-Holding Account;P3P Energy Management Limited
91612;858;Sweden;100-Holding Account;Stockholm Exergi AB
96534;46;Czech Republic;100-Holding Account;Pražská teplárenská a.s.
101756;16;Latvia;100-Holding Account;A/S „Rigas siltums” siltumcentrale "Vecmilgravis"
91613;860;Sweden;100-Holding Account;Trelleborgs Fjärrvärme AB
107219;202013;United Kingdom;100-Holding Account;AMAC Corporate Jet AG
96535;47;Czech Republic;100-Holding Account;PLIVA - Lachema a.s.
112375;206786;Poland;100-Holding Account;Okręgowa Spółdzielnia Mleczarska w Kole
101757;17;Latvia;100-Holding Account;A/S „Rigas siltums” siltumcentrale "Ziepniekkalns"
91614;859;Sweden;100-Holding Account;Trelleborgs Fjärrvärme AB
107220;202048;Spain;100-Holding Account;Corporación Ygnus Air, S.A.
112376;206787;Poland;100-Holding Account;Polskie Górnictwo Naftowe i Gazownictwo S.A.
101758;18;Latvia;100-Holding Account;A/S „Rigas siltums” iecirknis "Zasulauks"
96536;48;Czech Republic;100-Holding Account;ENERGOAQUA, a.s.
91616;1;Sweden;100-Holding Account;ENA Energi AB
107221;201563;United Kingdom;100-Holding Account;US Bank NA Trustee c/o Prudential Insurance Company of America, Inc.
96537;49;Czech Republic;100-Holding Account;AL INVEST Břidličná, a.s.
101759;19;Latvia;100-Holding Account;A/S „Rigas siltums” siltumcentrale "Imanta"
91617;4;Sweden;100-Holding Account;Stockholm Exergi AB
101760;20;Latvia;100-Holding Account;SIA „Dobeles energija”
96538;50;Czech Republic;100-Holding Account;Teplárna Tábor, a.s.
112380;206792;France;100-Holding Account;COOPERATIVE LUR BERRI
91618;2;Sweden;100-Holding Account;ENA Energi AB
96539;51;Czech Republic;100-Holding Account;Heineken Česká republika, a.s.
101761;21;Latvia;100-Holding Account;SIA „Ogres Namsaimnieks”
107224;202054;Spain;100-Holding Account;Nueva Iberocerámica, S.L.U
112381;206793;France;100-Holding Account;SAS LB
91619;3;Sweden;100-Holding Account;ENA Energi AB
96540;52;Czech Republic;100-Holding Account;VÍTKOVICE STEEL, a.s.
101762;22;Latvia;100-Holding Account;SIA „Wesemann –Sigulda”
112382;206724;United Kingdom;100-Holding Account;Thomson Reuters Group Limited
91620;84;Sweden;100-Holding Account;Oskarshamn Energi AB
96541;53;Czech Republic;100-Holding Account;Moravskoslezské cukrovary s.r.o.
101763;23;Latvia;100-Holding Account;SIA „Jurmalas siltums”
91621;5;Sweden;100-Holding Account;Stockholm Exergi AB
96542;54;Czech Republic;100-Holding Account;Veolia Průmyslové služby ČR, a.s.
101764;24;Latvia;100-Holding Account;SIA „Jurmalas siltums” Dubulti
112384;206795;Ireland;100-Holding Account;GC International, LLC
107229;202072;Bulgaria;100-Holding Account;Lukoil Energy & Gas Bulgaria EOOD
96543;55;Czech Republic;100-Holding Account;Veolia Průmyslové služby ČR, a.s.
112385;206785;Czech Republic;100-Holding Account;POLDI TRADE a.s.
101765;25;Latvia;100-Holding Account;SIA „Jurmalas siltums” Kauguri
91622;6;Sweden;100-Holding Account;Stockholm Exergi AB
107230;201720;Germany;100-Holding Account;Dietz Aviation GmbH & Co. KG
96544;56;Czech Republic;100-Holding Account;Teplárna Otrokovice a.s.
101766;26;Latvia;100-Holding Account;SIA „Bauskas siltums”
112386;206782;Czech Republic;100-Holding Account;ČEZ Teplárenská, a.s.
91623;85;Sweden;100-Holding Account;Gotlands Energi AB
96545;57;Czech Republic;100-Holding Account;Veolia Energie Mariánské Lázně, s.r.o.
101767;27;Latvia;100-Holding Account;A/S „Rigas piena kombinats”
91624;171;Sweden;100-Holding Account;Finspångs Tekniska Verk AB
107232;201892;United Kingdom;100-Holding Account;XEROX CORPORATION
96546;58;Czech Republic;100-Holding Account;OKD, BASTRO, a.s.
91625;86;Sweden;100-Holding Account;Gotlands Energi AB
101768;28;Latvia;100-Holding Account;A/S „Cesvaines piens”
107233;202073;Poland;100-Holding Account;PETROCHEMIA-BLACHOWNIA S.A.
96547;59;Czech Republic;100-Holding Account;Gumárny Zubří a.s.
91626;87;Sweden;100-Holding Account;Gotlands Energi AB
112390;206799;France;100-Holding Account;SITEK INSULATION
101769;29;Latvia;100-Holding Account;SIA „Rigas laku un krasu rupnica”
107234;202074;Poland;100-Holding Account;Knauf Bełchatów Sp. z o.o.
96548;60;Czech Republic;100-Holding Account;ŠKODA JS a.s.
91627;88;Sweden;100-Holding Account;Gotlands Energi AB
112391;206804;France;100-Holding Account;Thermal Ceramics de France SASU
101770;30;Latvia;100-Holding Account;A/s „Putnu fabrika Kekava””
107235;201747;United Kingdom;100-Holding Account;Costco Wholesale Corporation
91628;172;Sweden;100-Holding Account;Laxåvärme AB
101771;31;Latvia;100-Holding Account;A/S „Rigas kugu buvetava”
96550;61;Czech Republic;100-Holding Account;Amper Savings, a.s.
107236;202077;Poland;100-Holding Account;STAR-GRES Sp. z o.o.
101772;32;Latvia;100-Holding Account;A/S „BLB Baltijas Terminals”
91629;89;Sweden;100-Holding Account;E.ON Värme Sverige AB
107237;201939;Germany;100-Holding Account;Badische Stahlwerke GmbH
96551;62;Czech Republic;100-Holding Account;OKK Koksovny, a.s.
112395;206762;Hungary;100-Holding Account;Veolia Energia Magyarország Zrt.
101773;33;Latvia;100-Holding Account;A/S „Jekabpils labiba”
91630;173;Sweden;100-Holding Account;Lidköping Energi AB
101774;34;Latvia;100-Holding Account;SIA „Kraslavas nami”
91631;174;Sweden;100-Holding Account;Lidköping Energi AB
96553;63;Czech Republic;100-Holding Account;Plzeňská teplárenská, a.s.
107239;202080;Poland;100-Holding Account;COTTO PETRUS Sp. z o.o.
101775;35;Latvia;100-Holding Account;SIA „Rigas udens”
91632;8;Sweden;100-Holding Account;Locum AB
107240;202081;Poland;100-Holding Account;Ceramika Końskie Sp. z o.o.
96554;346;Czech Republic;100-Holding Account;Aircraft Industries, a.s.
101776;36;Latvia;100-Holding Account;SIA „Cesu siltumtikli”
107241;202076;Netherlands;100-Holding Account;Emerson Climate Technologies
112400;206824;Finland;100-Holding Account;Vantaan Energia Oy
91633;90;Sweden;100-Holding Account;AB Borlänge Energi
96555;347;Czech Republic;100-Holding Account;Moravskoslezské cukrovary s.r.o.
107242;202017;United Kingdom;100-Holding Account;Chevron USA Inc.
96556;64;Czech Republic;100-Holding Account;Plzeňská teplárenská, a.s.
112401;206784;Czech Republic;100-Holding Account;TŘINECKÉ ŽELEZÁRNY, a. s.
101777;37;Latvia;100-Holding Account;SIA „Tukuma siltums”
91634;7;Sweden;100-Holding Account;Stockholm Exergi AB
107243;202085;United Kingdom;100-Holding Account;Liberty Mutual Insurance Company
91635;9;Sweden;100-Holding Account;Stockholm Exergi AB
96557;348;Czech Republic;100-Holding Account;Masokombinát Polička a.s.
101778;38;Latvia;100-Holding Account;PAS „Daugavpils siltumtikli” SC3
107244;201842;United Kingdom;100-Holding Account;Raytheon Company
96558;65;Czech Republic;100-Holding Account;Plzeňská teplárenská, a.s.
91636;10;Sweden;100-Holding Account;Stockholm Exergi AB
101779;39;Latvia;100-Holding Account;PAS „Daugavpils siltumtikli” SC1
96559;349;Czech Republic;100-Holding Account;SEEIF Ceramic, a.s.
101780;40;Latvia;100-Holding Account;PAS „Daugavpils siltumtikli” SC2
91637;175;Sweden;100-Holding Account;Linde Energi AB
112406;206829;France;100-Holding Account;EIFFAGE GENIE CIVIL
96560;350;Czech Republic;100-Holding Account;Kongresové centrum Praha a.s.
101781;41;Latvia;100-Holding Account;A/S „Ligija teks”
91638;12;Sweden;100-Holding Account;Stockholm Exergi AB
112407;206830;France;100-Holding Account;EIFFAGE GENIE CIVIL
96561;66;Czech Republic;100-Holding Account;Veolia Průmyslové služby ČR, a.s.
91639;11;Sweden;100-Holding Account;Stockholm Exergi AB
101782;42;Latvia;100-Holding Account;SIA „Jekabpils siltums”
96562;351;Czech Republic;100-Holding Account;ÚVN - Vojenská fakultní nemocnice Praha
112408;206831;France;100-Holding Account;EIFFAGE GENIE CIVIL
101783;43;Latvia;100-Holding Account;SIA „Latgales Energija”
107250;202095;Poland;100-Holding Account;Ceramika Color Sp. z o.o.
96563;67;Czech Republic;100-Holding Account;Veolia Průmyslové služby ČR, a.s.
112409;206826;Italy;100-Holding Account;FRUTTAGEL SCPA
91640;176;Sweden;100-Holding Account;Ljungby Energi AB
101784;44;Latvia;100-Holding Account;SIA „Latgales Energija”
96564;352;Czech Republic;100-Holding Account;Tereos TTD, a.s.
112410;206827;Italy;100-Holding Account;GRASTIM J.V. S.R.L.
91641;91;Sweden;100-Holding Account;Nybro Värmecentral AB
107252;202096;Poland;100-Holding Account;Orion Engineered Carbons Sp. z o.o.
96565;353;Czech Republic;100-Holding Account;Teplárna Liberec, a.s.
101785;45;Latvia;100-Holding Account;A/S „Valmieras piens”
91642;13;Sweden;100-Holding Account;Stockholm Exergi AB
107253;202098;France;100-Holding Account;STARJET AVIATION
96566;68;Czech Republic;100-Holding Account;Veolia Průmyslové služby ČR, a.s.
101786;46;Latvia;100-Holding Account;SIA „Aurora Baltika”
107254;202102;Spain;100-Holding Account;Cerámica Ribesalbes, S.A.
112413;206832;Netherlands;100-Holding Account;KWS Infra B.V.
91643;92;Sweden;100-Holding Account;Kalmar Energi Värme AB
96567;354;Czech Republic;100-Holding Account;Veolia Energie Kolín, a.s.
101787;47;Latvia;100-Holding Account;SIA "Lauma Fabrics"
91644;93;Sweden;100-Holding Account;Kalmar Energi Värme AB
112415;206791;Germany;100-Holding Account;Naturin Viscofan GmbH
107256;202106;Spain;100-Holding Account;Universal Cerámica, S.L.
101788;48;Latvia;100-Holding Account;SIA "Liepajas energija"
96568;69;Czech Republic;100-Holding Account;Veolia Průmyslové služby ČR, a.s.
91645;177;Sweden;100-Holding Account;Ljusdal Energi AB
107257;202104;Spain;100-Holding Account;VOLOTEA, S.A.
91646;14;Sweden;100-Holding Account;Stockholm Exergi AB
101789;49;Latvia;100-Holding Account;SIA "Liepajas energija"
96569;355;Czech Republic;100-Holding Account;Tylex Letovice, akciová společnost
112417;206842;Finland;100-Holding Account;Nurmijärven Sähkö Oy
107258;202107;Poland;100-Holding Account;Synthos Dwory 7 spółka z ograniczoną odpowiedzialnością spółka jawna
101790;50;Latvia;100-Holding Account;A/S „Preilu siers”
91647;94;Sweden;100-Holding Account;E.ON MälarKraft Värme AB
96570;356;Czech Republic;100-Holding Account;GEOPOS spol. s r.o.
112418;206841;Finland;100-Holding Account;Nurmijärven Sähkö Oy
101791;51;Latvia;100-Holding Account;SIA „Ogres Trikotāža”
91648;15;Sweden;100-Holding Account;Stockholm Exergi AB
107259;202112;France;100-Holding Account;ZOGBI LUCIANO
96571;70;Czech Republic;100-Holding Account;Veolia Průmyslové služby ČR, a.s.
112419;206840;Finland;100-Holding Account;Nurmijärven Sähkö Oy
91649;178;Sweden;100-Holding Account;Lulekraft AB
107260;202114;Spain;100-Holding Account;Fabricación Española Sanitaria, S.A.
101792;52;Latvia;100-Holding Account;SIA „Salaspils siltums”
96572;71;Czech Republic;100-Holding Account;Elektrárny Opatovice, a.s.
91650;95;Sweden;100-Holding Account;E.ON MälarKraft Värme AB
107261;201492;United Kingdom;100-Holding Account;NATIONWIDE MUTUAL INSURANCE COMPANY
101793;53;Latvia;100-Holding Account;A/S "Latvijas finieris" rupnica "Furniers"
96573;357;Czech Republic;100-Holding Account;Silike keramika, spol. s r.o
91651;213;Sweden;100-Holding Account;AB PiteEnergi
101794;54;Latvia;100-Holding Account;A/S "Latvijas Finieris" rupnica "Lignums"
112423;206805;Italy;100-Holding Account;A2A CALORE & SERVIZI Srl
96574;358;Czech Republic;100-Holding Account;Cihelna Polom, spol. s r.o.
91652;16;Sweden;100-Holding Account;Stockholm Exergi AB
96575;72;Czech Republic;100-Holding Account;JIHLAVSKÉ KOTELNY,s.r.o.
101795;55;Latvia;100-Holding Account;SIA "Sabiedriba Marupe"
91653;170;Sweden;100-Holding Account;Värmevärden AB
96576;359;Czech Republic;100-Holding Account;BRUDRA s.r.o.
101796;56;Latvia;100-Holding Account;A/S „Balticovo”
112427;206845;France;100-Holding Account;'Société de Construction et d''exploitation de Silos au Port Rhénan de Colmar/ Neuf Brisach'
91654;96;Sweden;100-Holding Account;Adven Energilösningar AB
101797;57;Latvia;100-Holding Account;A/S „Ventbunkers”
96577;360;Czech Republic;100-Holding Account;Best - Business, a. s.
91655;17;Sweden;100-Holding Account;Stockholm Exergi AB
101798;58;Latvia;100-Holding Account;SIA „Solum Estate”
96578;73;Czech Republic;100-Holding Account;Liberty Ostrava a.s.
107269;202134;Denmark;100-Holding Account;Partnerselskabet OY - KVP
91656;18;Sweden;100-Holding Account;Stockholm Exergi AB
112430;206846;France;100-Holding Account;Faurecia Automotive Composites
101799;59;Latvia;100-Holding Account;SIA „Saulkalne S”
96579;361;Czech Republic;100-Holding Account;Wet Wipes International s.r.o.
91657;97;Sweden;100-Holding Account;Gällivare Energi AB
101800;60;Latvia;100-Holding Account;PILLAR 21, SIA
112431;206542;Austria;100-Holding Account;crystal energy gmbh
107272;202139;Poland;100-Holding Account;OPOCZNO I Sp. z o.o.
96580;74;Czech Republic;100-Holding Account;ČKD Blansko Strojírny, a.s.
91658;179;Sweden;100-Holding Account;Universitetssjukhuset Örebro
101801;61;Latvia;100-Holding Account;A/S „Valmieras stikla ðkiedra”
112432;206848;United Kingdom;100-Holding Account;Equinix (UK) Limited
96581;75;Czech Republic;100-Holding Account;Cement Hranice, a. s.
107274;202132;United Kingdom;100-Holding Account;World Noble (Cayman Islands) Limited
91659;19;Sweden;100-Holding Account;Stockholm Exergi AB
112433;206847;United Kingdom;100-Holding Account;Carrington Power Limited
101802;62;Latvia;100-Holding Account;SIA "Kalnciema kiegelis Kalnciema raþotne"
96582;362;Czech Republic;100-Holding Account;Natural Keramika, spol. s r.o.
107275;202140;Poland;100-Holding Account;OPOCZNO I Sp. z o.o.
91660;20;Sweden;100-Holding Account;Stockholm Exergi AB
96583;76;Czech Republic;100-Holding Account;Plzeňská teplárenská, a.s.
101803;63;Latvia;100-Holding Account;LODE SIA, Liepa plant
107276;202141;Poland;100-Holding Account;OPOCZNO I Sp. z o.o.
91661;21;Sweden;100-Holding Account;Stockholm Exergi AB
101804;64;Latvia;100-Holding Account;SIA "CEMEX"
96584;363;Czech Republic;100-Holding Account;BRUDRA s.r.o.
112437;206851;France;100-Holding Account;EDF PRODUCTION ELECTRIQUE INSULAIRE SAS
91662;214;Sweden;100-Holding Account;Falu Energi & Vatten AB
101805;65;Latvia;100-Holding Account;AS KVV Liepājas metalurgs
96585;77;Czech Republic;100-Holding Account;Dřevozpracující družstvo
112438;203940;Italy;100-Holding Account;Xcoal Energy & Resources
101806;66;Latvia;100-Holding Account;LODE SIA, Livani plant
91663;22;Sweden;100-Holding Account;Värmevärden AB
107279;202142;Ireland;100-Holding Account;Federal Mogul
96586;364;Czech Republic;100-Holding Account;ZEOLIT Kladno spol.s r.o.
112439;205938;Italy;100-Holding Account;PFP Aviation
101807;67;Latvia;100-Holding Account;MSIA „AKD Logistik”
91664;180;Sweden;100-Holding Account;Luleå Energi AB
96587;78;Czech Republic;100-Holding Account;KLATOVSKÁ TEPLÁRNA a.s.
112440;206836;Hungary;100-Holding Account;Hamburger Hungária Kft.
91665;181;Sweden;100-Holding Account;Luleå Energi AB
101808;68;Latvia;100-Holding Account;SIA „Ceplis”
96588;79;Czech Republic;100-Holding Account;Teplárna Kyjov, a.s.
112441;206852;Ireland;100-Holding Account;Amazon Data Services Ireland Limited
91666;23;Sweden;100-Holding Account;Värmevärden AB
101809;69;Latvia;100-Holding Account;LODE SIA, Ane plant
96589;80;Czech Republic;100-Holding Account;PILSEN STEEL s.r.o.
107284;201853;Lithuania;100-Holding Account;UAB Avion Express
112442;206853;Ireland;100-Holding Account;Amazon Data Services Ireland Limited
91667;182;Sweden;100-Holding Account;Luleå Energi AB
101810;70;Latvia;100-Holding Account;SIA „Jurmalas siltums” Pliekðana 80
96590;365;Czech Republic;100-Holding Account;Schiedel, s.r.o.
112443;206854;Ireland;100-Holding Account;Amazon Data Services Ireland Limited
107286;202143;Spain;100-Holding Account;Showa Denko Carbon Spain, S.A.
91668;24;Sweden;100-Holding Account;Stockholm Exergi AB
101811;71;Latvia;100-Holding Account;SIA „Jurmalas siltums” Aizputes 1d
96591;81;Czech Republic;100-Holding Account;TEPLO BRUNTÁL a. s.
112444;206823;Germany;100-Holding Account;Kämmerer Energie GmbH
107287;201679;Czech Republic;100-Holding Account;Smartwings, a.s.
91669;100;Sweden;100-Holding Account;Gävle Kraftvärme AB
101812;72;Latvia;100-Holding Account;Paðvaldibas AS “Daugavpils siltumtikli”
96592;366;Czech Republic;100-Holding Account;Hanácká potravinářská společnost s.r.o.
112445;206822;Germany;100-Holding Account;Kämmerer Spezialpapiere GmbH
101813;73;Latvia;100-Holding Account;Paðvaldibas AS „Daugavpils siltumtikli”
107288;202144;United Kingdom;100-Holding Account;Honeywell International, Inc.
91670;183;Sweden;100-Holding Account;Kraftringen Energi AB
96593;82;Czech Republic;100-Holding Account;Teplárna Kladno s.r.o.
101814;74;Latvia;100-Holding Account;SIA „Latgales Energija”
107289;202101;Germany;100-Holding Account;'Sun D''or International Airlines LTD'
96594;367;Czech Republic;100-Holding Account;ENERGY Ústí nad Labem, a.s.
91671;184;Sweden;100-Holding Account;Kraftringen Energi AB
101815;75;Latvia;100-Holding Account;SIA „Dobeles energija”
107290;202151;Spain;100-Holding Account;Befesa Zinc Aser, S.A.U.
91672;185;Sweden;100-Holding Account;Kraftringen Energi AB
96595;83;Czech Republic;100-Holding Account;EMBA, spol. s r.o.
112448;206855;Italy;100-Holding Account;ENGIE Servizi S.p.A.
101816;76;Latvia;100-Holding Account;SIA „Dobeles energija”
107291;201961;United Kingdom;100-Holding Account;BOC Limited
91673;101;Sweden;100-Holding Account;Ale Fjärrvärme AB
96596;84;Czech Republic;100-Holding Account;Pražská teplárenská a.s.
101817;77;Latvia;100-Holding Account;SIA „Dobeles energija”
91674;186;Sweden;100-Holding Account;E.ON Värme Sverige AB
96597;85;Czech Republic;100-Holding Account;Pražská teplárenská a.s.
107292;202153;Spain;100-Holding Account;Aluminio Español, S.L.U.
112451;206862;Norway;100-Holding Account;Equinor ASA
101818;78;Latvia;100-Holding Account;SIA „Dobeles energija”
91675;127;Sweden;100-Holding Account;Jämtkraft AB
96598;86;Czech Republic;100-Holding Account;Veolia Energie Praha, a.s.
107294;202159;Spain;100-Holding Account;Alúmina Española, S.A.
96599;368;Czech Republic;100-Holding Account;OMGD, s.r.o.
101819;79;Latvia;100-Holding Account;Paðvaldibas AS „Daugavpils siltumtikli”
91676;25;Sweden;100-Holding Account;Stockholm Exergi AB
91677;102;Sweden;100-Holding Account;Göteborg Energi AB
101820;80;Latvia;100-Holding Account;SIA „Ludzas Bio-Energija”
107295;201604;Germany;100-Holding Account;Ilsenburger Grobblech GmbH
96600;87;Czech Republic;100-Holding Account;Pražská teplárenská a.s.
101821;82;Latvia;100-Holding Account;SIA „Latelektro Gulbene”
91678;26;Sweden;100-Holding Account;Stockholm Exergi AB
96601;369;Czech Republic;100-Holding Account;Cihelna Hlučín s.r.o.
107296;201603;Germany;100-Holding Account;Ilsenburger Grobblech GmbH
101822;83;Latvia;100-Holding Account;AS „Olaines ķīmiskā rūpnīca BIOLARS”
96602;88;Czech Republic;100-Holding Account;Veolia Energie Praha, a.s.
91679;215;Sweden;100-Holding Account;Sandviken Energi AB
101823;85;Latvia;100-Holding Account;SIA „Kuldigas siltumtikli”
91680;103;Sweden;100-Holding Account;Västervik Miljö & Energi AB
96603;370;Czech Republic;100-Holding Account;Tereos TTD, a.s.
101824;86;Latvia;100-Holding Account;SIA „Kuldigas siltumtikli”
107300;202164;Ireland;100-Holding Account;PepsiCo, Inc.
96604;89;Czech Republic;100-Holding Account;Pražská teplárenská a.s.
91681;128;Sweden;100-Holding Account;Göteborg Energi AB
101825;87;Latvia;100-Holding Account;SIA „Kuldigas siltumtikli”
91682;27;Sweden;100-Holding Account;Swedavia Energi AB
96605;371;Czech Republic;100-Holding Account;Tereos TTD, a.s.
107302;202171;Spain;100-Holding Account;Aludium Transformación de Productos, S.L.U.
101826;88;Latvia;100-Holding Account;SIA „Kuldigas siltumtikli”
91683;104;Sweden;100-Holding Account;Ale Fjärrvärme AB
96606;90;Czech Republic;100-Holding Account;Energotrans, a.s.
107303;202172;Spain;100-Holding Account;Aludium Transformación de Productos, S.L.U.
91684;109;Sweden;100-Holding Account;Ale Fjärrvärme AB
96607;372;Czech Republic;100-Holding Account;Synthomer a.s.
101827;89;Latvia;100-Holding Account;SIA „Kuldigas siltumtikli”
107304;202173;Spain;100-Holding Account;APOLO CERÁMICAS, S.L.
91685;187;Sweden;100-Holding Account;Skellefteå Kraft AB
96608;373;Czech Republic;100-Holding Account;GZ Media, a.s.
101828;90;Latvia;100-Holding Account;SIA „Kuldigas siltumtikli”
112468;206863;Netherlands;100-Holding Account;Eneco Warmtenetten B.V.
107305;202174;Italy;100-Holding Account;Chemiplastica Aviation LTD
91686;28;Sweden;100-Holding Account;Stockholm Exergi AB
96609;91;Czech Republic;100-Holding Account;Teplárna Tábor, a.s.
101829;91;Latvia;100-Holding Account;SIA „Kuldigas siltumtikli”
96610;92;Czech Republic;100-Holding Account;UNIPETROL RPA, s.r.o.
91687;105;Sweden;100-Holding Account;Göteborg Energi AB
107306;202175;Spain;100-Holding Account;Alu Ibérica AVL S.L.
101830;92;Latvia;100-Holding Account;adfd
91688;129;Sweden;100-Holding Account;Jönköping Energi AB
101831;93;Latvia;100-Holding Account;SIA “Livberzes Energija”
96612;93;Czech Republic;100-Holding Account;ASAVET a.s.
107308;202176;Spain;100-Holding Account;Alu Ibérica LC S.L.
91689;106;Sweden;100-Holding Account;Göteborg Energi AB
101832;94;Latvia;100-Holding Account;A/S "Grizinkalns"
96613;374;Czech Republic;100-Holding Account;TEREA Cheb s.r.o.
107309;202177;Spain;100-Holding Account;Saint-Gobain Pam España, S.A.
101833;95;Latvia;100-Holding Account;SIA "Babites Siltums"
91690;29;Sweden;100-Holding Account;Stockholm Exergi AB
96614;94;Czech Republic;100-Holding Account;Příbramská teplárenská, a.s.
101834;96;Latvia;100-Holding Account;SIA "KRONOSPAN Riga"
91691;188;Sweden;100-Holding Account;Mark Kraftvärme AB
107311;202179;Spain;100-Holding Account;AZULIBER 1, S.L.
96615;375;Czech Republic;100-Holding Account;Energetické centrum s.r.o.
101835;97;Latvia;100-Holding Account;SIA "Talsu BIO-energija"
91692;216;Sweden;100-Holding Account;Skellefteå Kraft AB
107312;202181;Spain;100-Holding Account;Brayen, S.L.
96616;95;Czech Republic;100-Holding Account;Výroba a prodej tepla Příbram a.s.
101836;98;Latvia;100-Holding Account;SIA "Port Milgravis"
91693;108;Sweden;100-Holding Account;Göteborg Energi AB
101837;99;Latvia;100-Holding Account;SIA "Juglas jauda"
91694;130;Sweden;100-Holding Account;Jönköping Energi AB
107315;202182;United Kingdom;100-Holding Account;MP Air,inc.
96618;96;Czech Republic;100-Holding Account;MS UTILITIES & SERVICES a.s.
101838;100;Latvia;100-Holding Account;SIA "JELD-WEN Latvija"
91695;30;Sweden;100-Holding Account;Stockholm Exergi AB
